indicativo,nombre,altitud,provincia,num_records,avg_tmin,avg_tmax,avg_prec,avg_velmedia,std_tmed,longest_gap_days
0009X,ALFORJA,406,TARRAGONA,3946,10.191410884704668,21.297033789012126,1.5026017516743948,3.106683608640407,6.195665436762451,19
0016A,REUS AEROPUERTO,71,TARRAGONA,4018,11.5548933984074,22.710323574730353,1.240719794344473,3.449813200498132,6.3255526310155,122
0034X,VALLS,233,TARRAGONA,4018,10.70931506849315,22.59840597758406,1.166752114842348,,6.388362684256128,1
0042Y,TARRAGONA,55,TARRAGONA,4001,13.231321982974462,22.422759138708063,1.2663231967831114,1.716103896103896,5.690693546486522,10
0061X,PONTONS,632,BARCELONA,3869,8.285391800726519,19.659496626881165,1.5478283485045512,3.4288166449934985,6.13332979375768,48
0066X,VILAFRANCA DEL PENEDÈS,177,BARCELONA,4014,10.577741693729703,22.473170122408195,1.2191017036654619,1.6240648379052367,6.411871755186369,4
0073X,SITGES,58,BARCELONA,3771,12.66771142934342,21.165036476627936,1.2437112846754645,1.699596882558452,5.751973132151185,185
0092X,BERGA,682,BARCELONA,3971,8.535995955510618,19.63455510616785,2.243005312420946,2.1763787459078316,7.063005052075245,12
0106X,BALSARENY,361,BARCELONA,3986,7.252206809583859,21.87899117276167,1.3799346240885089,2.2942433383609853,7.365451181862184,10
0114X,PRATS DE LLUÇANÈS,700,BARCELONA,4017,7.083216957605985,19.946982543640896,1.7667091836734694,1.559038844621514,7.230994315130605,1
0120X,MOIÀ,742,BARCELONA,4012,9.075956010997249,18.821869532616848,1.6785875281743052,1.9338818249813012,6.695565067703857,6
0149X,MANRESA,291,BARCELONA,3972,9.153242147922999,22.171757852077004,1.2373172608361116,2.0497005988023953,7.274250115599421,8
0158X,MONISTROL DE MONTSERRAT,738,BARCELONA,4014,10.545148416063856,17.592117735096036,1.5766383191595796,,6.629697751580116,2
0171X,IGUALADA,313,BARCELONA,3640,9.91580547112462,22.084589665653496,1.3577758961332205,1.3433257273245864,6.853608678338678,403
0194D,"CORBERA, PUIG D'AGULLES",647,BARCELONA,3932,10.358442251267006,20.252387303280873,1.312765385649019,,7.0533159795497955,166
0201X,"BARCELONA, DRASSANES",11,BARCELONA,3820,14.880634005763689,21.38587666950838,1.3380965292841647,1.4,5.6092181663799465,287
0222X,CALDES DE MONTBUI,175,BARCELONA,4018,9.610734888387258,22.42703787308753,1.4114242576748868,2.223966118584953,6.632753299071376,7
0244X,VILASSAR DE DALT,56,BARCELONA,3952,14.012072119153384,22.21891821269924,1.3349177330895796,2.111246509266311,5.742039620312063,33
0260X,FOGARS DE MONTCLÚS,936,BARCELONA,3957,9.16653953724892,17.873201118738873,2.2962867457452294,,6.413902460625026,23
0281Y,BLANES,45,GIRONA,4018,13.923253493013972,21.78173652694611,1.3927200199451508,2.7169280557630073,5.901086049398741,1
0284X,CASTELL D'ARO,14,GIRONA,4012,10.868069815195073,21.000795687885013,1.4153116183636831,2.1233108950386432,5.9081901705786475,98
0312X,SANT PAU DE SEGÚRIES,851,GIRONA,4006,5.165849962111644,18.07971710027785,2.5454928835002635,1.4618809404702353,6.348131807855969,10
0320I,PLANOLES,1151,GIRONA,3993,5.783982901684687,17.816167965803366,2.400946049603682,1.9204659318637272,6.155076949761321,11
0360X,LES PLANES D'HOSTOLES,337,GIRONA,3983,6.736148222838417,21.549130325182755,2.1433794724471142,0.7152663662867744,6.58394599799113,22
0363X,SANT HILARI,810,GIRONA,4003,7.011682125846076,18.41328653797944,2.270551220739995,1.7852963240810205,6.313005893192614,9
0370E,GIRONA,76,GIRONA,4011,10.919422110552764,23.31786432160804,1.8418336673346694,1.3633641128025955,6.7229298786360605,5
0385X,L'ESTARTIT,1,GIRONA,3947,13.039175782243705,20.398346476723482,1.1982151963284038,2.502812262477832,5.793280565655817,56
0394X,LA VALL DE BIANYA,350,GIRONA,4009,7.396021021021021,21.7276026026026,2.4183931278423447,1.2275199600798403,6.800777360880273,9
0411X,CASTELLÓ D'EMPÚRIES,2,GIRONA,3863,10.633890339425589,21.878616187989557,1.3304529981670594,2.4241307732226254,6.149241079457104,74
0413A,MAÇANET DE CABRENYS,355,GIRONA,3972,9.251265182186234,21.089473684210528,2.3190928843020098,1.613673057517659,6.3733600020798615,25
0421X,ESPOLLA,100,GIRONA,4013,11.659415584415585,22.196353646353643,1.5594513715710723,2.965743512974052,6.315476581000233,2
0429X,FIGUERES,45,GIRONA,4006,12.445290128108516,22.42290881688018,1.5360746720484357,2.077597402597403,6.440336149038919,6
0433D,CABO DE CREUS,75,GIRONA,3524,15.773817330210775,20.32827715355805,0.8805260495700555,,5.539026971468368,1630
1002Y,"BAZTAN, IRURITA",183,NAVARRA,3944,8.12576191716593,19.824641833810887,4.042930459327688,0.9147352264006139,6.086549838999906,68
1010X,BERA,54,NAVARRA,3878,9.661959056750453,20.006348795024618,5.305191755804851,1.1292827657378741,5.6194050269298454,140
1012P,IRUN,120,GIPUZKOA,4014,11.860114885114886,19.12584915084915,4.9947112927950945,1.5040050377833751,5.212708545416988,2
1014A,DONOSTIA / SAN SEBASTIÁN AEROPUERTO,4,GIPUZKOA,4018,11.93608891108891,20.23179320679321,5.365957998444387,2.9665504358655044,5.327754753179768,2
1021X,"ERRENTERIA, AÑARBE",165,GIPUZKOA,4005,9.920634524106921,19.808993255058706,5.530501428942583,1.527945959469602,5.449358154412928,6
1025A,SEGURA,255,GIPUZKOA,3284,9.022905878769418,20.01315869631435,3.062176165803109,1.0499389126450824,5.9587907887018545,3
1025X,"BEASAIN, ARRIARAN",255,GIPUZKOA,4015,9.090868151113334,19.527695771828874,3.2872090112640797,1.5576923076923077,5.869226364231204,6
1026X,ORDIZIA,290,GIPUZKOA,4011,9.612674650698603,19.01314870259481,3.579182342613494,1.9168623532350735,5.768515478749288,5
1033X,ARESO,520,NAVARRA,4011,8.409168123907069,17.433866133866136,4.931001748688484,1.4960980490245124,5.767413478420306,6
1037X,LEGAZPI,460,GIPUZKOA,3996,8.35796992481203,17.6937343358396,3.7437515652391684,,5.82150678740925,7
1037Y,ZUMARRAGA,431,GIPUZKOA,3959,8.166555783009212,17.318372569089046,3.746376811594203,1.4813598166539343,5.996057016229477,29
1038X,AZPEITIA,180,GIPUZKOA,4012,10.135291177205698,19.365433641589604,4.259023779724656,1.1935919899874843,5.424548886413956,5
1041A,ZUMAIA,28,GIPUZKOA,4018,11.830854139290407,19.733613666228646,3.0922310756972116,3.3505515200430454,4.8919704149135725,117
1044X,"ARAMAIO, ETXAGUEN",617,ARABA/ALAVA,4017,8.335029940119762,16.549875249500996,4.3778950012559665,,5.7695610907613055,4
1048X,ARETXABALETA,308,GIPUZKOA,4018,8.591959173512572,18.658899676375405,3.2899276988282224,,5.8755135411274395,1
1049N,ELGETA,470,GIPUZKOA,4013,8.977972465581978,17.497546933667085,4.550125187781672,1.4008004002001,5.682162317890324,8
1052A,MUTRIKU,150,GIPUZKOA,3997,12.3004263857537,18.28389766741911,3.22015562248996,2.7157419030881242,4.892821542833967,8
1056K,FORUA,45,BIZKAIA,4014,10.132351472790813,19.7799550673989,3.9177002259603317,2.2990009990009987,5.125420709403687,3
1057B,MATXITXAKO,93,BIZKAIA,3897,12.987085514834206,18.2887260034904,3.5309119010819163,5.004027885360186,4.520471606944584,791
1060X,AMURRIO,240,ARABA/ALAVA,4018,9.153696788648245,19.491984067712224,2.6420358387257346,1.8537272500623285,5.83474911742352,1
1064L,"OROZKO, IBARRA",270,BIZKAIA,4002,8.737902414486921,19.872258551307848,3.4548524262131064,1.0147420867526378,5.740714726840132,10
1069Y,"ABADIÑO, URKIOLA",747,BIZKAIA,4007,7.575840441545409,15.58871048670346,4.8031226391337185,,5.745189138114646,11
1074C,AMOREBIETA-ETXANO,100,BIZKAIA,4006,9.69438061938062,19.717407592407593,3.756928838951311,1.8924712356178088,5.370374824545068,6
1078C,BALMASEDA,210,BIZKAIA,4017,8.73189418517594,19.795408035937115,3.376235884567127,,5.54984588760852,3
1078I,GÜEÑES,208,BIZKAIA,3543,9.120190174326465,18.994928684627574,2.9438696172248804,1.3822777282188523,5.4069679158412765,508
1082,BILBAO AEROPUERTO,42,BIZKAIA,4018,10.720731707317073,20.423220507715282,3.4563391442155305,3.1299377334993777,5.29389065543253,0
1083B,SOPUERTA,177,BIZKAIA,3959,9.88240506329114,20.195746835443042,3.6135485510930354,1.4400810742335952,5.094014472674815,6
1089U,RAMALES DE LA VICTORIA,80,CANTABRIA,4015,9.097850821744627,20.237597977243997,3.9796291656226512,1.2049274637318659,5.385390958061064,4
1096X,"BARCENA DE CICERO, TRETO",10,CANTABRIA,3652,10.434744365035733,19.01313908741066,3.2465915338097857,2.2210757409440176,4.573154693265617,360
1109X,SANTANDER AEROPUERTO,3,CANTABRIA,4018,10.773859955145776,19.699053077498128,3.453583708013753,3.60349040139616,4.753822779946257,1
1111X,SANTANDER,51,CANTABRIA,4018,12.656203288490284,18.089038365719983,3.328113975576662,4.649863081901917,4.195404392946844,2
1124E,VILLACARRIEDO,196,CANTABRIA,3997,9.008921370967741,18.655695564516133,3.932068262862965,2.0449723479135247,5.0808692683948475,6
1135C,"LOS TOJOS, BÁRCENA MAYOR",460,CANTABRIA,4007,6.249,18.165200000000002,3.301524390243902,1.2137896577566822,5.248990601530797,9
1152C,SAN FELICES DE BUELNA,105,CANTABRIA,4010,9.289887076537013,19.839247176913428,3.5046464646464646,1.6461634591352163,4.990434910330609,4
1154H,"TORRELAVEGA, SIERRAPANDO",110,CANTABRIA,4014,10.936512742871562,18.887610396164522,3.5205416453755753,3.380279580629056,4.660960827481621,4
1159,SAN VICENTE DE LA BARQUERA,38,CANTABRIA,4007,11.034519929806969,18.251867635999,2.9654922538730633,2.808393886244049,4.446921228923339,10
1167B,"CAMALEÑO, FUENTE DE",1100,CANTABRIA,3997,5.880539302976342,16.23703892139405,3.7592468403404697,0.9943768996960486,5.813320641197124,10
1167G,"MIRADOR DEL CABLE, PARQUE NACIONAL PICOS DE EUROPA",1910,CANTABRIA,1396,3.176284875183554,9.491189427312776,2.751793721973094,5.945393258426966,6.2978615856430045,540
1167J,"CORISCAO, PARQUE NACIONAL PICOS DE EUROPA",1722,CANTABRIA,1245,3.8228084415584416,9.687012987012988,2.6841059602649002,3.381878088962109,6.241865529962427,531
1174I,"CILLORIGO DE LIÉBANA, TAMA",250,CANTABRIA,4016,7.730405405405406,20.07665165165165,1.9245881178232653,1.9141290804884126,5.687622853744983,4
1176A,TRESVISO,940,CANTABRIA,3968,7.983434650455927,15.37717253610337,3.6601966873706004,2.1252733282481566,5.349616925841546,46
1178R,"SOTRES, PARQUE NACIONAL PICOS DE EUROPA",1236,ASTURIAS,1358,5.8613653413353335,13.322805701425356,3.2632941176470593,2.872528301886793,5.53417324777623,537
1178Y,"POSADA DE VALDEÓN, SOTO",953,LEON,4000,4.991250940085234,15.32375939849624,3.5063963737093933,,5.708474224959296,10
1179B,CABRALES,458,ASTURIAS,3913,9.13506828137078,18.5195568152538,3.2943837753510143,2.7530376826454757,5.133961470838526,15
1183X,LLANES,10,ASTURIAS,3906,11.8781686497672,18.223719606828762,3.168967362225789,2.6623739332816134,4.047794047366168,45
1186P,"AMIEVA, PANIZALES",370,ASTURIAS,4006,9.041472577009767,19.30753819183571,3.209600808489136,1.5198498122653317,5.0930551811318345,7
1199X,"PILOÑA, BARGAÉU",280,ASTURIAS,3975,8.66271272542545,18.84688849377699,3.4138253638253637,1.198209783156833,5.0154691325595815,10
1203D,COLUNGA,30,ASTURIAS,4005,10.784039087947884,18.14685542470559,3.123481575603558,2.2264183954011494,4.1050052608555445,13
1207U,"GIJÓN, CAMPUS",26,ASTURIAS,3980,9.760738786279683,19.11129287598944,2.996798652064027,2.08161094224924,4.539893834063796,9
1208H,"GIJÓN, PUERTO",5,ASTURIAS,4018,12.59414694894147,18.69145703611457,2.8298348157560356,,4.06938993476442,2
1210X,CABO PEÑAS,100,ASTURIAS,3820,12.30849889624724,17.314054451802797,2.3695395845030878,3.9432807908095113,3.8769062383258324,343
1212E,ASTURIAS AEROPUERTO,127,ASTURIAS,4018,10.677716158306024,17.996778253209165,3.1822216316768537,3.401304893350063,4.167390383113019,3
1221D,PAJARES-VALGRANDE,1480,ASTURIAS,3912,4.142872008324662,11.307700312174818,4.243732970027248,2.86187106918239,5.798279697959647,27
1223P,"LENA, RONZÓN",370,ASTURIAS,4015,8.359849812265331,18.69632040050062,2.3551411290322584,1.693438123752495,5.313618724191814,5
1226X,"ALLER, FELECHOSA",750,ASTURIAS,4014,6.661684851560518,17.2046942400406,3.5298664612223933,1.4429892526868282,5.589282305638396,49
1234P,"MIERES, BAIÑA",170,ASTURIAS,4009,9.715111893386975,19.97631380437516,2.7645588985211633,1.0226330252310765,5.084772503977767,3
1249X,OVIEDO,334,ASTURIAS,4005,9.972195853110167,18.175218586060453,3.1709748083242064,2.205356682977079,4.904237522904961,12
1272B,"TINEO, SOUTU",280,ASTURIAS,4018,8.918243074619417,18.99535812328425,2.621485072722633,1.3303901950975487,5.680188774451267,1
1276F,POLA DE SOMIEDO,670,ASTURIAS,4018,6.461851015801355,18.262151993980435,2.8068671679197994,1.2538073625819466,5.441583629372104,6
1279X,"SALAS, CAMUÑO",240,ASTURIAS,3970,9.240960163432074,19.171986721144023,3.3573272589217917,1.8099443319838058,4.832531321975181,14
1283U,CABO BUSTO,60,ASTURIAS,3807,11.692743644067797,17.85143008474576,2.036592101629384,4.6134324249931185,3.8237104463436875,68
1297E,CERVANTES,1020,LUGO,4009,6.926758793969849,16.3029907011812,3.983549896049896,2.065755143000502,6.1384494012211,5
1302F,DEGAÑA,1310,ASTURIAS,3950,4.696822572445348,14.414844941535334,3.9110119877334824,1.5505268703898838,6.198410231096361,22
1309C,"IBIAS, SAN ANTOLIN",780,ASTURIAS,3979,7.779141414141414,17.521439393939392,3.1285310007718037,3.2460860810470673,5.817973869329503,10
1327A,"VILLAYÓN, ONETA",410,ASTURIAS,3992,9.849747856782654,16.703353504790723,3.252606153063819,2.6312814070351758,4.540055901475783,5
1341B,"TARAMUNDI, OURIA",340,ASTURIAS,3965,9.58052310817674,16.73298628745556,3.307137355584082,4.009926749179085,4.386827267024089,10
1342X,RIBADEO,43,LUGO,3977,11.14554960469268,18.26640306122449,2.5125094768764216,3.0864509605662285,4.0092996316703795,20
1344X,MONDOÑEDO,125,LUGO,3928,9.740607452782031,18.604518764360478,3.2725435005117705,,4.6060183506691095,72
1347T,BURELA,80,LUGO,4011,12.054506653276425,17.725031383379363,2.571641414141414,,3.8097151099881748,17
1351,ESTACA DE BARES,90,A CORUÑA,4001,12.59053329931105,17.102704771625415,2.071216462620474,8.201437941473259,3.4247623682715536,32
1363X,AS PONTES,343,A CORUÑA,3996,8.15790273556231,18.243161094224924,4.80273689646269,,4.900852284598727,25
1387,A CORUÑA,57,A CORUÑA,4018,12.519636635141863,18.583076157292187,3.031968967362226,3.586815670517328,3.7810777331886567,0
1387D,A CORUÑA BENS,132,A CORUÑA,3953,12.035007849293564,17.83881338212232,2.7480495995866696,4.046126401630989,3.902224500827356,86
1387E,A CORUÑA AEROPUERTO,98,A CORUÑA,4015,10.105326331582894,18.948924999999996,2.9434206374250556,3.589293735962066,4.39128595449506,7
1390X,"CARBALLO, DEPURADORA",98,A CORUÑA,3966,8.766295264623956,18.835705241833374,3.5079559989767204,,4.280854326520517,48
1393,CABO VILÁN,50,A CORUÑA,3845,11.93424030172414,16.84754849137931,3.2931007137192703,6.852920778874366,3.158834449640279,87
1399,VIMIANZO,287,A CORUÑA,4011,9.48554638659665,17.621830457614404,5.811931962427011,,4.312484507627975,3
1400,FISTERRA,230,A CORUÑA,3829,11.85938566552901,16.967813074297716,2.6517785504145492,6.753172043010753,3.756634023992681,173
1406X,MAZARICOS,340,A CORUÑA,4008,9.466107634543178,17.429444166249375,7.273212435233161,,4.591425997237179,6
1410X,SOBRADO,500,A CORUÑA,3970,6.881737812578934,18.18769891386714,4.153099173553719,,5.076553436320326,42
1428,SANTIAGO DE COMPOSTELA AEROPUERTO,370,A CORUÑA,4018,8.891872351034655,18.4985796162472,4.551839738348324,3.010673316708229,4.975332137018129,1
1435C,NOIA,128,A CORUÑA,3985,10.991711161962877,19.452477763659466,4.824090541632983,1.3361986387698512,4.611452227955319,24
1442U,BOIRO,10,A CORUÑA,3986,10.633981808994442,19.9642153146323,4.564676113360324,,4.769523211349242,17
1446X,MONTERROSO,680,LUGO,3937,8.336342042755344,17.731776194246503,3.031285788651744,,5.59463359998571,37
1466A,SILLEDA,435,PONTEVEDRA,3999,8.975698324022346,19.998273673521197,3.540192113245703,2.0167209827024313,5.248690661785012,14
1468X,A ESTRADA,269,PONTEVEDRA,3991,9.217659033078883,19.520458015267177,5.708677896886167,,5.158727819571023,32
1473A,PADRÓN,100,A CORUÑA,3952,9.548429454170957,20.417224510813593,4.1669675090252705,2.145017793594306,5.1770874668164675,15
1475X,SANTIAGO DE COMPOSTELA,240,A CORUÑA,3960,10.214983294782833,19.365227447956826,4.563191598360655,1.1647594936708858,4.814523465605976,10
1476R,"ROIS, CASAS DO PORTO",210,A CORUÑA,4002,10.288803680981596,19.18665302991562,8.022445348246059,,4.792630072841407,22
1477V,VILAGARCÍA DE AROUSA,32,PONTEVEDRA,4001,11.308343804976124,20.20123519032014,4.16570496738585,2.5245354093420396,4.729625130920325,12
1484C,PONTEVEDRA,113,PONTEVEDRA,4018,10.875454319143639,19.909412350597613,4.623958333333333,2.0340617935192165,4.809046977410684,1
1489A,A LAMA,395,PONTEVEDRA,4009,8.400750187546887,18.847786946736687,6.743154606975533,2.2548475762118936,5.310828291071047,7
1495,VIGO AEROPUERTO,255,PONTEVEDRA,4018,10.345570570570569,19.50510127531883,5.238852637302882,3.4105026256564144,5.073080114789687,2
1496X,VIGO,120,PONTEVEDRA,3950,11.919205298013246,19.923096511331806,3.557110033188665,1.5077632590315144,4.510145374827983,38
1505,LUGO AEROPUERTO,442,LUGO,4018,7.428350772296961,18.564648729446937,3.1270957274202273,1.953830796106813,5.442945426934419,4
1518A,LUGO,442,LUGO,3989,8.20390329891715,19.014605892722237,2.6846707818930042,1.6075955734406437,5.785016532496985,15
1521I,O PÁRAMO,403,LUGO,3998,7.573133953254587,19.429479768786127,2.3955616850551653,,5.789542143877608,11
1521X,BECERREÁ,1080,LUGO,4009,6.789125532448009,14.392883988975194,4.084992381919756,2.346142284569138,5.909521961022492,3
1541B,VILLABLINO,958,LEON,3892,3.8641071888688483,18.805535530381054,3.433359559402046,2.091146102219928,6.020809985797824,87
1542,PUERTO DE LEITARIEGOS,1530,ASTURIAS,3774,3.86188228761799,12.604192115491394,2.596337105419893,3.8728270042194097,6.039066762456602,74
1549,PONFERRADA,532,LEON,4018,8.06040318566451,20.46640119462419,1.8605946959549962,1.6918804483188044,6.822055714555228,0
1561I,VEGA DE ESPINAREDA,770,LEON,3833,5.467503924646782,19.366710251046026,2.749933563646027,,6.152393459154123,50
1583X,O BARCO DE VALDEORRAS,315,OURENSE,3906,9.463836396582966,21.252277432712216,2.037509809050484,,6.76285815481261,51
1631E,A POBRA DE TRIVES,840,OURENSE,3978,6.475270712666834,17.91717451523546,2.745905006418485,2.3090080971659916,6.017455690122464,25
1639X,CHANDREXA DE QUEIXA,990,OURENSE,4000,5.657656525018859,16.888534070907717,3.137950138504155,2.5472320080523403,5.92336211673342,10
1658,FOLGOSO DO COUREL,612,LUGO,3841,7.355490405117272,18.549973347547976,3.9868342795350094,,5.660855131006425,71
1679A,MONFORTE DE LEMOS,291,LUGO,4001,7.611680121089807,21.33516649848638,2.0532291666666667,1.0155927835051548,6.18572784006254,9
1690A,OURENSE,146,OURENSE,3947,9.506107450582869,22.556219913858627,2.317027612344342,1.2964376590330788,6.240328709034914,71
1696O,BEARIZ,610,OURENSE,4012,5.221306960440661,19.100425745053844,5.9203510557110155,,5.412148004755979,4
1700X,O CARBALLIÑO,400,OURENSE,3998,7.298860182370821,20.58318135764944,3.0393413775766716,0.7781472081218276,5.970272176075242,7
1701X,RIBADAVIA,112,OURENSE,4005,9.271094927172275,22.37883504895807,2.6791740115839837,1.5587915407854986,6.2399311178965515,9
1706A,ALLARIZ,492,OURENSE,3944,7.531589691247767,20.11745343199796,2.3840224604389997,,5.895859284529248,24
1719,A CAÑIZA,560,PONTEVEDRA,4007,8.767476214321483,18.5936154231347,5.345064704389749,,5.40774248938923,5
1723X,"PONTEAREAS, CANEDO",90,PONTEVEDRA,3968,9.059463562753036,21.895091093117408,4.392295879191195,,5.490808420935195,36
1730E,O ROSAL,55,PONTEVEDRA,4015,11.10911609166457,21.02233694283556,4.355113350125945,,4.986378484162942,28
1735X,XINZO DE LIMIA,616,OURENSE,3792,5.049650537634408,19.006501880709294,2.032786444324906,2.3562466631073145,6.062321628599214,33
1738U,MUIÑOS,730,OURENSE,3987,7.153610062893081,18.6702893081761,3.780886075949367,,5.863270948038658,22
1740,"SANTILLANA DEL MAR, ALTAMIRA",150,CANTABRIA,4007,10.557520786092214,18.190602166792644,3.9271702944942377,2.3417607223476296,4.522185361587263,6
2005Y,"VINUESA, QUINTANAREJO",1197,SORIA,4007,4.179546027742749,17.111363063744015,2.8396054628224583,1.4564102564102563,6.580160945069769,29
2017Y,"LA PÓVEDA DE SORIA, BARRIOMARTÍN",1260,SORIA,3993,4.147633434038268,16.191817269076306,1.8365921787709498,3.0821807168096917,6.666663473143385,5
2030,SORIA,1081,SORIA,4018,5.857939273270283,18.780164260826282,1.7188799556418075,2.5823324196361823,6.919298128294656,0
2044B,LUBIA,1100,SORIA,3865,4.764287602431932,18.489563170285116,1.4400654129190515,3.398153599143698,7.017768554476378,8
2059B,LA RIBA DE ESCALOTE,1042,SORIA,3941,5.540816326530612,18.080581039755355,1.1777660417216793,4.410623084780388,7.160131622065303,11
2084Y,UCERO,960,SORIA,3995,3.4423375971908707,18.577638505891205,1.569030612244898,,6.576079540815413,9
2092,BURGO DE OSMA,932,SORIA,4001,4.600426171972925,19.726067302862887,1.7407649723200804,3.460276381909548,7.066920605832341,7
2096B,LICERAS,1150,SORIA,3994,6.033467235751946,18.09409844299347,1.2927254357160898,4.082026143790849,7.284888401155307,6
2106B,CORUÑA DEL CONDE,955,BURGOS,4010,6.41580129805292,18.502869977539305,1.4176293319939728,2.990135202804206,7.350508719170827,5
2117D,ARANDA DE DUERO,790,BURGOS,4018,5.528678866883931,19.772649786914016,0.8586039376118639,1.8792518703241894,7.273588874560697,27
2135A,FRESNO DE CANTESPINO,993,SEGOVIA,3895,4.595849445733436,18.897139912393715,1.3253171110535853,3.214914552045572,7.065374018695623,33
2140A,ALDEANUEVA DE SERREZUELA,1135,SEGOVIA,4012,7.649738219895289,17.237945649463978,1.5024195559990023,3.848228542914172,7.465088662299232,2
2166Y,PEÑAFIEL,756,VALLADOLID,4002,6.136950000000001,19.312125,0.998991935483871,,6.938205254281373,16
2172Y,SARDÓN DE DUERO,725,VALLADOLID,3878,4.796618106139438,21.16341716359865,1.0760042283298097,2.2408461739357537,7.058298886388929,12
2182C,PEDRAZA,1107,SEGOVIA,3983,6.872832369942197,18.06686807653575,1.3910700733620034,2.940849342770475,7.365551691359731,17
2192C,CUÉLLAR,795,SEGOVIA,4011,3.179156265601598,20.857859281437122,1.2620749999999998,2.5671828171828173,6.895150019896796,6
2243A,AGUILAR DE CAMPOO,910,PALENCIA,4000,4.315532766383192,17.403153153153152,1.524237029501526,2.529954954954955,6.312223239343657,11
2276B,VILLAELES DE VALDAVIA,908,PALENCIA,3971,4.525941845764855,17.86925403225806,1.3411435832274459,3.1494795633409494,6.806779512218287,24
2285B,VILLADIEGO,869,BURGOS,2681,6.488793103448275,18.487191011235957,1.196705353800075,4.345870870870871,6.871389905077984,23
2290Y,PEDROSA DEL PRÍNCIPE,771,BURGOS,4018,5.4501120238984315,19.19108787652477,1.0992305719415234,2.750374251497006,6.934724764595639,1
2296A,ÓLVEGA,1039,SORIA,3992,5.808121699773698,18.186346492330905,1.4671690530017583,3.4642335766423358,6.680746667226758,9
2298,PALACIOS DE LA SIERRA,1080,BURGOS,3934,4.0107078967544085,18.18194798572157,1.9402202412165706,2.612692103868574,6.79125287397521,23
2302N,MONTERRUBIO DE LA DEMANDA,1197,BURGOS,4001,4.169874055415617,15.96663306451613,2.526321190354028,3.5184118236472948,6.5349191944115335,30
2311Y,VILLAMAYOR DE LOS MONTES,884,BURGOS,3962,6.392724968314322,18.23274201723264,1.165948275862069,3.387851889424296,7.071349580151609,31
2331,BURGOS AEROPUERTO,891,BURGOS,4018,5.3857640617222495,17.84440019910403,1.5491525423728814,4.49808362369338,6.735149736815107,0
2362C,"VELILLA DEL RÍO CARRIÓN, CAMPORREDONDO DE ALBA",1575,PALENCIA,3986,4.4454107505071,14.784634888438132,2.3963489932885906,3.9575359757636956,6.776417955722128,37
2374X,CARRIÓN DE LOS CONDES,830,PALENCIA,3929,5.444132653061224,19.065817626082524,1.1649414824447335,1.9886642993717563,6.811771241964859,49
2401X,PALENCIA,736,PALENCIA,4016,6.104859207575381,19.686045352604037,1.084706774519717,2.2765968063872255,7.02361224940944,2
2422,VALLADOLID,734,VALLADOLID,4018,7.762419113987058,20.079616724738674,1.2678113927500683,1.8788988540109615,7.364307662574119,0
2430Y,MUÑOTELLO,1178,AVILA,3961,6.841435185185185,18.30446611909651,1.471750696731695,3.217229129662522,7.045210622123617,107
2444,ÁVILA,1130,AVILA,4017,6.8152103559870545,18.4537216828479,1.1885955649419218,2.846389442231075,7.246775195042674,1
2453E,GOTARRENDURA,920,AVILA,4003,6.386171542885721,19.308529264632316,0.9552009119407239,3.1840230749937297,7.304097808489752,13
2456B,AREVALO,820,AVILA,3963,6.360671886840111,19.955547131665405,0.9742033383915023,2.807189873417722,7.390454627311278,26
2462,PUERTO DE NAVACERRADA,1892,MADRID,4018,4.417808219178082,12.421643835616436,3.916020806241873,3.747717635320529,7.685930600826719,1
2465,SEGOVIA,1008,SEGOVIA,4018,7.882951717272274,18.934743653558982,1.383368983957219,2.9378984063745017,7.418232933936577,0
2471Y,SAN RAFAEL,1237,SEGOVIA,3965,5.4721100454316005,16.947006819904015,1.935483048687229,,7.140668737062187,37
2482B,MIGUELAÑEZ,870,SEGOVIA,3893,6.959792477302205,19.30791720569211,0.9933350757971773,3.752715985514744,7.317034481980539,27
2491C,"LA COVATILLA, ESTACIÓN DE ESQUÍ",1960,SALAMANCA,3602,3.6472555746140647,11.282447112635792,3.623027599665458,5.1025207402680275,6.792635490061374,250
2503B,"OLMEDO, DEPÓSITO DE AGUA",786,VALLADOLID,3958,6.762620375063355,19.969865788807294,1.0994629156010232,3.368202647657841,7.447728521787034,12
2507Y,RUEDA,724,VALLADOLID,4006,7.25605908863295,20.0367408147963,0.9603219942871981,2.826574307304786,7.334731040112639,8
2512Y,RIVILLA DE BARAJAS,925,AVILA,3991,7.27175495857394,18.710197945377097,0.9377420165954237,3.514770408163265,7.257936582467953,21
2517A,FUENTE EL SOL,755,VALLADOLID,3996,5.926758793969849,20.8834003013561,0.9134358457272499,3.525107025938051,7.260186899227019,15
2536D,MORALES DEL TORO,710,ZAMORA,3782,6.379792883696229,20.75610079575597,1.0270435244161358,3.6576217079010376,7.141938931700122,12
2555B,FUENTESAUCO,811,ZAMORA,3994,6.8340949033391905,19.28751253761284,1.0430468961778259,3.6141702450113664,7.2067092535344575,13
2568D,"SANTERVÁS DE LA VEGA, VILLAPÚN",985,PALENCIA,3998,5.117312984738554,17.08063547660745,1.3997941327843542,3.1156774355121466,6.7151254442963415,9
2593D,VILLALÓN DE CAMPOS,782,VALLADOLID,4015,5.846778221778222,19.91762356465302,1.0721398038722654,3.4697616060225847,7.259040469463469,5
